data,label
Ngày hội TP.HCM tạo điểm nhấn cho hoạt động văn hóa của thành phố,0
"Nguy cơ bùng phát dịch trước biến chủng BA.5, Thủ tướng yêu cầu đẩy nhanh tiêm mũi 4",0
"TTO -  Bộ Y tế khẩn trương, quyết liệt hơn nữa việc đôn đốc, hỗ trợ địa phương đẩy nhanh tiêm vắc xin phòng COVID-19, nhất là mũi 3, mũi 4 trước nguy cơ bùng phát dịch bệnh trở lại.",0
TP.HCM: 495.000 người tiêm mũi 4 vắc xin phòng COVID-19,0
"Tàu gãy đôi ngoài biển Hong Kong, 27 người mất tích",0
"TTO - Ngày 2-7, Trung Quốc nhìn nhận 27 thủy thủ của một cần cẩu nổi đã mất tích sau khi tàu này gãy đôi trong bão Chaba và bị chìm ngoài khơi bờ biển phía Nam của tỉnh Quảng Đông.",0
"Bão số 1 mạnh cấp 12 nhưng ít có khả năng gây gió mạnh trên đất liền, Đông Bắc Bộ mưa lớn",0
HLV Đức Thắng hài lòng khi Đình Trọng đá tiền vệ phòng ngự,0
"TTO - Phát biểu sau trận hòa Hoàng Anh Gia Lai (HAGL) 1-1 ở vòng 5 V-League 2022 diễn ra trên sân Quy Nhơn tối 2-7, HLV Nguyễn Đức Thắng cho rằng đó là kết quả đáng tiếc trên sân nhà sau khi ghi bàn dẫn trước rồi thủ môn lại nhận thẻ đỏ.",0
HAGL không thắng nổi 10 người Bình Định ở vòng 5 V-League 2022,0
Tiếp thêm năng lượng cho 'những đóa hướng dương',0
"TTO - Tròn 15 năm chương trình ""Ước mơ của Thúy"", báo Tuổi Trẻ đã tổ chức nhiều hoạt động ý nghĩa ghi dấu một cột mốc của hành trình bền bỉ đồng hành cùng bệnh nhi ung thư.",0
"MC Quyền Linh, nghệ sĩ Ngọc Trinh đồng hành với Ước mơ của Thúy, trao quà đến các bệnh nhi",0
Nông dân Ukraine 'đau đầu' việc thu hoạch lúa mì,0
"TTO - Trong tình trạng lương thực trên thế giới trở nên khan hiếm, nhiều nông dân tại Ukraine đang đau đầu với việc thu hoạch mùa vụ trước mắt. Thiếu nhiên liệu và giao tranh chưa dứt khiến họ không thể yên tâm.",0
Tổng thống Indonesia: Ông Putin đồng ý mở tuyến đường biển xuất khẩu lúa mì Ukraine,0
"Sau trận hòa, HLV Kiatisak nói 'giành 1 điểm là đúng mong đợi'",0
"TTO - Phát biểu sau trận hòa 1-1 trên sân Bình Định ở vòng 5 V-League 2022 diễn ra tối 2-7, HLV Kiatisak Senamuang thừa nhận giành 1 điểm là đúng mong đợi của ông và CLB Hoàng Anh Gia Lai (HAGL).",0
HAGL không thắng nổi 10 người Bình Định ở vòng 5 V-League 2022,0
HLV Trương Việt Hoàng trở lại dẫn dắt câu lạc bộ Viettel tại V-League,0
"TTO - Chiều 2-7, HLV Trương Việt Hoàng đã trở lại chỉ đạo buổi tập của CLB Viettel để chuẩn bị cho vòng 5 V-League 2022. Trước đó nhiều thông tin đồn thổi cho biết ông và CLB Viettel đã nói lời chia tay.",0
"Tin đồn HLV Trương Việt Hoàng chia tay, CLB Viettel nói 'chỉ nghỉ phép'",0
6 tháng bay vào vũ trụ gây loãng xương bằng 20 năm ở Trái đất,0
TTO - Một nghiên cứu mới về tình trạng loãng xương ở phi hành gia cho thấy các phi hành gia bay vào vũ trụ khoảng 6 tháng có mức loãng xương gần như một người lớn tuổi bị bệnh này trong 20 năm.,0
Con người có thể ngủ đông để du hành trong không gian?,0
U19 Việt Nam giành một điểm quý giá trên 'chảo lửa' Patriot,0
"TTO - Ngày 2-7, U19 Việt Nam đã có trận đấu hấp dẫn và hòa 0-0 ngay trên ""chảo lửa"" Patriot của chủ nhà U19 Indonesia ở lượt đấu đầu tiên bảng A Giải U19 Đông Nam Á 2022.",0
Giải U19 Đông Nam Á 2022: U19 Việt Nam quyết vượt khó,0
"Người mua nhà ở xã hội đến ăn, ở tại công trình vì chủ đầu tư chậm giao căn hộ",0
"TTO - Chủ đầu tư trễ hẹn giao nhà 3 năm, nhiều người mua nhà ở xã hội của dự án nhà ở xã Vĩnh Lộc A tập trung tại công trình yêu cầu chủ đầu tư nhanh chóng hoàn thiện căn hộ để giao nhà cho dân.",0
'Thủ tục đầu tư nhà ở xã hội khó hơn nhà ở thương mại nên doanh nghiệp ngại',0
Tư vấn bán hàng Ford: 'Không chắc Everest bán với giá niêm yết',0
"Nhiều tư vấn bán hàng của Ford cho biết lượng đặt hàng chờ với mẫu Everest lớn, do đó người dùng có thể lắp thêm phụ kiện để được chính sách ưu tiên.",0
"Ford Everest thế hệ mới ra mắt Việt Nam: Thay đổi toàn diện, giá từ 1,1 tỉ đồng",0
Tay vợt nữ gốc Việt Harmony Tan vào vòng 4 Wimbledon 2022,0
"TTO - Ngày 2-7, tay vợt người Pháp gốc Việt Harmony Tan đã giành chiếc vé vào vòng 4 nội dung đơn nữ Giải quần vợt Wimbledon 2022 sau chiến thắng chóng vánh trước đối thủ người Anh Katie Boulter.",0
Tay vợt gốc Việt gây sốc khi loại Serena Williams ở vòng 1 Wimbledon,0
Anh vợ của ông Trịnh Văn Quyết ngồi 'ghế nóng' tân chủ tịch Tập đoàn FLC,0
"TTO - Tập đoàn FLC vừa thống nhất bầu ông Lê Bá Nguyên trở thành tân chủ tịch. Đáng chú ý, ông Nguyên từng làm lãnh đạo nhiều doanh nghiệp ngành y tế, đồng thời là anh vợ của cựu chủ tịch Trịnh Văn Quyết.",0
"Đại hội cổ đông bất thành, Tập đoàn FLC dự kiến tổ chức đại hội lần 2 vào tháng 7 tới",0
"20 dòng xe nuôi tốn nhất: Phần lớn là xe sang Đức, 1 thương hiệu Mỹ",0
"Trang CarEdge.com tổng hợp dữ liệu xoay quanh chi phí duy trì xe (bao gồm bảo dưỡng, sửa chữa lớn) trong 10 năm tại Mỹ để tìm ra những mẫu xe nào dễ khiến người dùng ‘viêm màng túi’ nhất.",0
Những mẫu xe bán chạy nhất toàn cầu: Số 1 là mẫu xe của Toyota,0
Một nhóm người Việt sang tận Campuchia giải cứu thiếu niên bị lừa bán sang biên giới,0
"TTO - Hơn 3 tháng, Lê Hoàng Quốc C. (17 tuổi) bị lừa bán sang Campuchia, C kể đã làm việc trong sòng bạc của người Trung Quốc, nhiều lần bị chích điện, đánh đập. Đến nay, C. được nhóm người Việt Nam giải cứu đoàn tụ với gia đình.",0
"Đi gặp gia đình bạn trai, cô giáo mầm non ‘mất tích’ gần 2 tháng",0
'Anh chàng đôn chề' là ai mà dân mạng vừa cười vừa tức?,0
"Tay cầm bó hoa, chân đi đôi giày Dolce & Gabbana và đứng trên phố đi bộ để chờ một cô gái mình yêu thích là phong cách thường thấy của một 'anh chàng đôn chề'.",0
Dân tình tập trung 'đẩy thuyền' cho Thùy Tiên và Quang Linh Vlogs,0
Khám phá ‘bệnh viện trên biển’ cỡ lớn của Hải quân Mỹ,0
"TTO - Tàu bệnh viện USNS Mercy (T-AH 19) tham gia chương trình Đối tác Thái Bình Dương tại Phú Yên là một ""bệnh viện trên biển"" thuộc hàng lớn nhất của Hải quân Mỹ.",0
Tàu bệnh viện của Hải quân Việt Nam khám chữa bệnh cho người dân Phú Yên,0
Dùng ngân sách trung ương hỗ trợ tiền thuê nhà cho người lao động,0
TTO - Phó thủ tướng Lê Minh Khái vừa ký quyết định số 791/QĐ-TTg ngày 3-7 về nguyên tắc hỗ trợ từ ngân sách trung ương cho ngân sách địa phương thực hiện chính sách hỗ trợ tiền thuê nhà cho người lao động.,0
"Hàng triệu công nhân chưa được nhận tiền hỗ trợ thuê nhà, Bộ LĐ-TB&XH nói gì?",0
Thủ tướng Đức: Đảm bảo an ninh cho Ukraine sẽ không giống với thành viên NATO,0
"TTO - Ngày 3-7, Thủ tướng Đức Olaf Scholz thông báo quốc gia của ông đang thảo luận về việc đảm bảo an ninh cho Ukraine với các đồng minh, nhưng những biện pháp này sẽ không giống với sự bảo vệ dành cho thành viên NATO.",0
Nông dân Ukraine 'đau đầu' việc thu hoạch lúa mì,0
Thành lập Ban chỉ đạo triển khai thực hiện Chương trình phục hồi và phát triển kinh tế - xã hội,0
TTO - Phó thủ tướng Chính phủ Lê Minh Khái làm trưởng Ban chỉ đạo.,0
"Kinh tế phục hồi nhanh chóng, tỉ lệ thất nghiệp của Việt Nam chỉ 2,46%",0
Đức thu hồi một số mẫu xe của Tesla do lỗi phần mềm,0
"TTO - Ngày 3-7, Cơ quan Giao thông liên bang Đức (KBA) cho biết đã thu hồi các mẫu xe Y và 3 của Tesla do lỗi trong hệ thống gọi khẩn cấp tự động.",0
"Lần đầu tiên sau 2 năm, Tesla có số xe bàn giao giảm",0
Nga tuyên bố kiểm soát hoàn toàn Lugansk,0
"TTO - Ngày 3-7, Nga cho biết các lực lượng của họ đã giành quyền kiểm soát vùng Lugansk ở phía đông của Ukraine, sau khi chiếm được chốt giữ Lysychansk cuối cùng. Phía Ukraine chưa xác nhận thông tin này.",0
Nga chuyển dòng tiền đầu tư vào Indonesia,0
Lễ hội ẩm thực Đà Nẵng 2022 đãi du khách đặc sản 3 miền,0
"TTO - Tối 3-7, lễ hội Tận hưởng ẩm thực Đà Nẵng và không gian bia khai tiệc tại công viên Biển Đông, thu hút sự quan tâm của đông đảo người dân và du khách đến tham quan và trải nghiệm.",0
"TP.HCM, Hà Nội, Đà Nẵng vào top thành phố tốt nhất ở Đông Nam Á",0
Hãng sữa Trung Quốc bị điều tra vì sữa có chất phụ gia trái phép,0
"TTO - Một công ty thực phẩm có trụ sở ở phía tây Trung Quốc đang bị điều tra, sau khi cơ quan chức năng phát hiện chất phụ gia trái phép propylene glycol trong 2 lô sản phẩm sữa của hãng này.",0
Trung Quốc mở hé thêm cửa nhập cảnh với dân Mỹ,0
Shark Hùng Anh đầu tư gấp 3 lần cho start-up phát triển du lịch công nghệ,0
"TTO - Bất ngờ đến trong phần cuối tập 5 Shark Tank Việt Nam mùa 5 khi hai start-up Trần Bá Hoàng Minh và Tân Trần gọi vốn 100.000 USD cho Công ty cổ phần công nghệ HANZ, nhưng lại được Shark Hùng Anh đầu tư tăng gấp 3 lần.",0
Shark Tank 5 tập 2: Shark Hùng Anh 'thắng' cả 2 dự án đậm chất trẻ,0
HLV Phan Thanh Hùng bực vì bị trọng tài nhắc quá nhiều,0
"TTO - Phát biểu sau trận thắng Hà Nội 2-1 ở vòng 5 V-League 2022 diễn ra tối 3-7 trên sân Hòa Xuân (Đà Nẵng), HLV Phan Thanh Hùng dành lời khen tặng với các học trò, đặc biệt là các cầu thủ trẻ đã làm nên chiến thắng đầu tiên ở mùa giải năm nay.",0
"Không còn Quang Hải, CLB Hà Nội thua trận đầu tiên của mùa giải",0
Khán giả hưởng ứng mạnh mẽ màn bốc thăm trúng thưởng ở Gala chuyến xe Không tiền mặt,0
TTO - Bốc thăm trúng thưởng là trò chơi nhận được sự tham gia và hưởng ứng mạnh nhất từ hàng nghìn khán giả có mặt tại sự kiện Gala chuyến xe Không tiền mặt 2022. 3 giải nhất và 6 giải nhì đã được chuyển khoản trực tiếp tới người chơi.,0
Đến với chuyến xe Không tiền mặt để săn nhiều quà 'khủng',0
"Lương Thùy Linh, Phương Anh, Kiều Loan thảo luận về kinh nghiệm chi tiêu tiết kiệm không tiền mặt",0
"TTO - Tối 3-7, tại TP.HCM, trong khuôn khổ Gala tổng kết hành trình xuyên Việt chuyến xe Không tiền mặt 2022, hoa hậu Lương Thùy Linh, á hậu Phương Anh và á hậu Lona Kiều Loan đã có những chia sẻ thú vị về việc thanh toán không tiền mặt.",0
Á hậu Lona Kiều Loan: Thanh toán thẻ kiểm soát tốt việc chi tiêu,0
Hàng triệu sao chổi sẽ rơi xuống Trái đất gây ngày tận thế?,0
"TTO - Trái đất có thể bị lấp đầy bởi những sao chổi 'ngổ ngáo' chết người chỉ trong hơn 1 triệu năm nữa, khi một ngôi sao lang thang đi vào vùng ngoài của Hệ Mặt trời, theo các nhà khoa học.",0
"Sao chổi cực sáng bay trên Trái đất 11,6 triệu km vài ngày tới",0
Bị bắt sau 30 năm trốn truy nã bằng nghề tự do trên biển,0
"TTO - Sau 30 năm trốn truy nã bằng cách làm nghề tự do trên biển, Lê Văn Nho (52 tuổi, trú huyện Vân Đồn, tỉnh Quảng Ninh) đã bị trinh sát Phòng cảnh sát hình sự Công an tỉnh Quảng Ninh bắt giữ để phục vụ việc điều tra vụ án giết người bằng lựu đạn.",0
"Trốn truy nã vào Đà Nẵng gần 26 năm, cựu cán bộ ngân hàng ‘sa lưới’",0
"Rủ nhau đi tắm hồ chứa nước, 3 thanh thiếu niên thiệt mạng",0
"TTO - Tối 3-7, Công an huyện Trảng Bom, tỉnh Đồng Nai cho hay đã tìm thấy thi thể 3 người ở hồ chứa nước.",0
"Cứu trẻ đuối nước khi tắm biển, một quân nhân dũng cảm hy sinh",0
"Sau vụ hành hung chấn động, phụ nữ Trung Quốc đổ xô đi học võ",0
"TTO - Theo báo South China Morning Post, nhu cầu học võ tự vệ của phụ nữ Trung Quốc tăng mạnh, sau khi 4 nữ thực khách tại một nhà hàng ở thành phố Đường Sơn, tỉnh Hà Bắc, bị một nhóm người tấn công.",0
"Bị đánh ghen, người phụ nữ cùng con gái 'gài bẫy ma túy' để trả thù vợ của nhân tình",0
"Lương Thùy Linh, Phương Anh, Lona xuất hiện tại Gala chuyến xe Không tiền mặt",0
"TTO - Đến với Gala tổng kết hành trình chuyến xe Không tiền mặt tối 3-7 tại SC Vivo City (TP.HCM), khán giả không chỉ được nhận quà tặng giá trị mà còn có dịp giao lưu với hoa hậu Lương Thùy Linh, á hậu Phương Anh và á hậu, ca sĩ Lona.",0
Đến với chuyến xe Không tiền mặt để săn nhiều quà 'khủng',0
Bắt nhóm người đi ôtô từ Đồng Nai lên Đà Lạt thực hiện hàng chục vụ móc túi du khách,0
TTO - Công an TP Đà Lạt đã bắt nhóm móc túi từ Đồng Nai lên Đà Lạt “ăn hàng”. Đối tượng nhóm này hướng tới là du khách.,0
5 thành viên băng móc túi ở Viện Tim TP.HCM bị tạm giam,0
"Thua SHB Đà Nẵng, HLV Hàn Quốc vẫn giữ mục tiêu vô địch V-League 2022",0
"TTO - Phát biểu sau trận thua 1-2 trên sân SHB Đà Nẵng ở vòng 5 V-League 2022 diễn ra tối 3-7, HLV Chun Jae Ho cho biết CLB Hà Nội vẫn giữ mục tiêu vô địch và phải áp đặt lối chơi tấn công.",0
"Không còn Quang Hải, CLB Hà Nội thua trận đầu tiên của mùa giải",0
Vì sao cổng sạc Kia EV6 ở vị trí bất thường?,0
Hãng xe Hàn Quốc cho biết thiết kế của Kia EV6 để cho phép người lái xe nhiều lựa chọn hơn khi ra vào garage hoặc không gian công cộng.,0
Kia EV6 đọ sức xe xăng trên quãng đường tương đương Hà Nội vào Đà Nẵng,0
"Thế Hiển, Nguyễn Văn Chung… đoạt giải cuộc vận động sáng tác phòng chống COVID-19",0
"TTO - Những ca khúc phản ánh công tác phòng chống dịch cũng như khắc họa những tấm gương hy sinh, cống hiến cùng lực lượng tuyến đầu của các nhạc sĩ Thế Hiển, Nguyễn Ngọc Thiện, Nguyễn Văn Chung, Nguyễn Bá Hùng… đoạt giải thưởng cao.",0
Cuộc vận động sáng tác văn học cho thiếu nhi,0
Tạm giữ 5 nghi phạm chặt phá ruộng dưa hấu khiến lão nông khóc ngất,0
"TTO - Bực tức vì bị người dân nhắc nhở sau khi hái trộm dưa hấu, nhóm thanh niên quay lại chặt phá ruộng dưa của lão nông ở huyện Diễn Châu, Nghệ An.",0
"Bắt giữ nhóm côn đồ chặt phá đào, quất cảnh của người dân bán ngày cận Tết",0
Viettel thua Hà Tĩnh trên sân nhà với pha bóng tranh cãi,0
TTO - CLB Viettel nhận thất bại 0-1 trước Hồng Lĩnh Hà Tĩnh trên sân Hàng Đẫy trong khuôn khổ vòng 5 V-League 2022 tối 4-7.,0
"HLV đội Hougang United: 'Trước trận gặp Viettel, chúng tôi đã cầu nguyện'",0
Việt Nam muốn các nước dọc sông Mekong tăng chia sẻ dữ liệu thủy điện,0
"TTO - Tăng cường chia sẻ dữ liệu thủy văn, khí tượng và vận hành đập thủy điện là một trong những đề xuất hợp tác được Bộ trưởng Ngoại giao Bùi Thanh Sơn nêu ra trong hội nghị ngoại trưởng các nước Mekong với Trung Quốc.",0
"Nước sông Mekong cao bất thường giữa mùa khô, ĐBSCL chịu tác động gì?",0
"Xếp hạng bảng A Giải U19 Đông Nam Á 2022: Thái Lan nhất bảng, Việt Nam thứ ba",0
"TTO - Lượt trận thứ 2 bảng A Giải U19 Đông Nam Á 2022 khép lại tối 4-7 với kết quả U19 Việt Nam thắng Philippines 4-1, Thái Lan hạ Myanmar 3-0, còn chủ nhà Indonesia thắng Brunei 7-0.",0
U19 Việt Nam thắng Philippines 4-1 ở Giải U19 Đông Nam Á 2022,0
"Đổ trộm rác thải xây dựng, công nhân môi trường bức xúc",0
"TTO - ""Đất, đá rồi bàn ghế cứ đổ thẳng ra đất trống không chỉ làm xấu xí mỹ quan đô thị mà còn ảnh hưởng đến môi trường sống, khiến dân bức xúc, khổ công nhân..."", bà Bắc nói.",0
"Miệng cống bị 'bức tử' vì đầy rác, cỏ dại, đất cát... nước thoát đường nào?",0
"Ukraine thiệt hại hơn 100 tỉ USD vì cuộc chiến với Nga, EU hứa cho vay",0
"TTO - Liên minh châu Âu (EU) sẽ thành lập một cơ chế giúp điều phối việc tái thiết Ukraine và sẽ có thêm nhiều tiền hơn nữa 'chảy' đến Ukraine trong thời gian tới, theo Chủ tịch Ủy ban châu Âu (EC) Ursula von der Leyen.",0
"Ukraine thượng cờ trên đảo Rắn, nơi quân Nga vừa rút",0
Sở Giao thông vận tải TP.HCM: Xây cầu Cát Lái đi tránh cảng là hợp lý nhất,0
"TTO - Sở Giao thông vận tải TP.HCM đánh giá trong 5 phương án mà Sở Giao thông vận tải Đồng Nai đưa ra thì phương án đi tránh cảng Cát Lái là hợp lý nhất, tránh gây xáo trộn giao thông khu vực này.",0
TP.HCM và Đồng Nai họp bàn phương án xây cầu Cát Lái,0
Xem xét kỷ luật giám đốc CDC và nguyên giám đốc Sở Y tế Quảng Ngãi,0
"TTO - Ông Nguyễn Xuân Mến, nguyên giám đốc Sở Y tế Quảng Ngãi và ông Hồ Minh Nên, giám đốc CDC Quảng Ngãi, bị xem xét xử lý kỷ luật do liên quan đến mua sắm hóa chất, sinh phẩm xét nghiệm COVID-19.",0
Có dấu hiệu tội phạm liên quan 33 gói thầu tại CDC Đà Nẵng,0
TP.HCM bắt đầu tìm kiếm sản phẩm lưu niệm và quà tặng du lịch,0
"TTO - Việc phát triển sản phẩm lưu niệm và quà tặng du lịch TP.HCM sẽ góp phần tăng sức hấp dẫn cho điểm đến, khuyến khích chi tiêu của du khách và quảng bá hình ảnh du lịch.",0
Đi du lịch có nên mua quà lưu niệm mang về nhà?,0
Tin tặc rao bán dữ liệu của 1 tỉ dân Trung Quốc,0
TTO - Một người tự xưng là tin tặc đang gây sốc khi rao bán thông tin của 1 tỉ người dân Trung Quốc với giá 10 bitcoin (khoảng 200.000 USD). Theo tin tặc là do cơ sở dữ liệu của cảnh sát Thượng Hải bị xâm nhập.,0
"Apple, Meta bị tin tặc lừa cung cấp dữ liệu khách hàng",0
"Giải ngân gói hỗ trợ tiền thuê nhà mới được hơn 1%, nhiều địa phương, doanh nghiệp 'sợ sai'",0
"TTO - Thứ trưởng Bộ Lao động - thương binh và xã hội Lê Văn Thanh cho biết việc giải ngân tiền hỗ trợ người lao động còn thấp so với yêu cầu. Một số địa phương, doanh nghiệp còn 'sợ sai' nên triển khai chậm.",0
Dùng ngân sách trung ương hỗ trợ tiền thuê nhà cho người lao động,0
"Thứ trưởng Bộ Y tế nêu giải pháp tránh 'tâm lý lo ngại, sợ sai, không dám mua sắm'",0
"TTO - Thứ trưởng Bộ Y tế Nguyễn Thị Liên Hương nêu rõ đã đề xuất với Chính phủ các giải pháp trước mắt và lâu dài về việc giải quyết tình trạng thiếu thuốc, trang thiết bị y tế và tránh tâm lý lo ngại, sợ sai, không dám mua sắm.",0
Bệnh viện Chợ Rẫy gửi Bộ Y tế 6 kiến nghị,0
Bắt 2 tổng giám đốc doanh nghiệp để điều tra sai phạm tại Saigon Co.op,0
TTO - Công an TP.HCM vừa bắt tạm giam 2 bị can để điều tra do có liên quan vụ án lạm quyền trong khi thi hành công vụ do bị can Diệp Dũng thực hiện xảy ra tại Liên hiệp Hợp tác xã thương mại TP.HCM (Saigon Co.op).,0
Sáng nay 28-4 xử kín cựu chủ tịch Saigon Co.op Diệp Dũng chiếm đoạt tài liệu mật,0
"'Vận dụng sáng tạo trong thi tốt nghiệp' để mang lại hiệu quả, có gì sai?",0
"TTO - ""Nhiều năm làm nhiệm vụ coi, chấm thi, lãnh đạo điểm thi, tôi bất ngờ với lưu ý ""cứng"", ""là lạ"", khó tiếp thu của Thứ trưởng Bộ GD-ĐT Nguyễn Văn Phúc khi nhắc TP.HCM tuyệt đối 'không vận dụng sáng tạo' trong thi tốt nghiệp"".",0
"Thi tốt nghiệp THPT 2022: Giờ G sắp điểm, gần 1 triệu sĩ tử nên chuẩn bị gì và sẽ làm gì?",0
HoREA kiến nghị chuẩn hóa diện tích phòng trọ cho thuê không dưới 10m2,0
"TTO - Ngày 4-7, Hiệp hội Bất động sản TP.HCM (HoREA) đã gửi văn bản đến Bộ Xây dựng đề nghị bổ sung tiêu chuẩn thiết kế phòng trọ vào dự thảo tiêu chuẩn quốc gia nhà ở riêng lẻ - yêu cầu chung về thiết kế.",0
HoREA kiến nghị bảo hiểm rủi ro cho người mua 'nhà hình thành trong tương lai',0
Khoa học phát hiện 'thủ phạm' khiến nỗi sợ hằn sâu trong tâm trí chúng ta,0
"TTO - Sau khi trải qua một sự kiện đáng sợ, nhiều người không bao giờ quên được. Câu hỏi đặt ra là tại sao nỗi sợ đó cứ đeo bám chúng ta, trong khi những sự kiện khác bị ta quên lãng theo thời gian?",0
Nghiên cứu mới: chỉnh sửa gene não để điều trị chứng lo âu và nghiện rượu,0
Khánh Hòa tính chuyện kêu gọi quốc tế 'chung tay' bảo tồn hệ sinh thái vịnh Nha Trang,0
"TTO - UBND tỉnh Khánh Hòa vừa có chỉ đạo nghiên cứu lập “Khu sinh thái biển quốc tế vịnh Nha Trang” để kêu gọi quốc tế, người dân, doanh nghiệp “chung tay” bảo tồn đa dạng sinh học vịnh Nha Trang.",0
Có còn cứu được san hô hư hại ở Hòn Mun?,0
Xử lý taxi 'chặt chém' giá ở Tân Sơn Nhất: Cần quyết liệt hơn nữa,0
"TTO - Dù phát hiện vi phạm, khách than trời việc đón xe ở sân bay, song cơ chế xử lý còn chồng chéo, chưa được giải quyết triệt để. Có hay không vấn đề quen biết với các hãng xe đón khách trái phép, 'chặt chém' ở sân bay nhưng chưa đẩy mạnh xử lý?",0
2 tuyến xe buýt được vào ga quốc nội Tân Sơn Nhất đón trả khách,0
'Trùm' cầm đầu lừa lao động Việt Nam sang Campuchia là người Trung Quốc,0
"TTO - Cục Cảnh sát hình sự cảnh báo người dân trước khi đi làm việc ở nước ngoài cần tìm hiểu thật kỹ về địa danh, địa điểm định đến làm việc, thông tin nhân thân của người giới thiệu, cùng đi ra nước ngoài làm.",0
Một nhóm người Việt sang tận Campuchia giải cứu thiếu niên bị lừa bán sang biên giới,0
Vinhomes chuyển nhượng cho Vinpearl toàn bộ cổ phần tại Vinpearl Landmark 81,0
"TTO - Sau khi chuyển nhượng toàn bộ vốn góp hơn 1.600 tỉ đồng, Công ty CP Vinhomes sẽ không còn sở hữu cổ phần và không còn là công ty mẹ của Công ty CP Vinpearl Landmark 81. Đây là chuyển nhượng nội bộ của Vinhomes cho Công ty CP Vinpearl.",0
Anh vợ của ông Trịnh Văn Quyết ngồi 'ghế nóng' tân chủ tịch Tập đoàn FLC,0
Hình ảnh ghi được trước khi 4 người bị lũ quét cuốn trôi ở Cao Bằng,0
"TTO - Khoảng 15h45, anh Dương Văn L. (ở xã Mông Ân, huyện Bảo Lâm) cùng các anh Dương Văn Q., Lý Văn P., chị Phùng Thị N. và Triệu Thị K. (cùng ở Mông Ân) đang xúc cát bên bờ suối thuộc địa bàn thị trấn Pác Miầu, huyện Bảo Lâm thì lũ bất ngờ ập đến.",0
Khen thưởng đột xuất 3 dân quân dũng cảm cứu 2 người đàn ông bị nước lũ cuốn,0
40 quốc gia ký Tuyên bố Lugano ủng hộ công cuộc tái thiết 'vĩ đại' của Ukraine,0
"TTO -  Thủ tướng Ukraine Denys Shmyhal nói công cuộc tái thiết có thể cần đến 750 tỉ USD. Để chi trả số tiền này, ông Shmyhal đề xuất lấy số tài sản của Nga bị đóng băng ở nước ngoài, hiện vào khoảng 300 đến 500 tỉ USD.",0
Ukraine tiết lộ kế hoạch tái thiết khi xung đột với Nga chưa có hồi kết,0
"Đến 0h sáng 6-7, nhiều người vẫn ‘chôn chân’ giữa đường trong đêm mưa tầm tã Hà Nội",0
"TTO - Trận mưa chiều tối 5-7 đã khiến nhiều tuyến đường trên địa bàn các quận Cầu Giấy, Nam Từ Liêm, Bắc Từ Liêm (Hà Nội)... bị ngập nặng. Ghi nhận cho thấy đến giữa đêm nhiều người vẫn phải ""chôn chân"" giữa đường.",0
Hà Nội đang chống ngập ra sao để hết cảnh ‘cứ mưa lớn là mênh mông nước’?,0
Tổng thống Philippines muốn quan hệ với Trung Quốc không chỉ xoay quanh tranh chấp Biển Đông,0
"TTO - Tân Tổng thống Philippines Ferdinand Marcos Jr nói rằng ông muốn quan hệ với Trung Quốc không chỉ xoay quanh tranh chấp Biển Đông, và muốn mở rộng hợp tác trong các lĩnh vực khác như trao đổi quân sự.",0
"Tổng thống Philippines bổ nhiệm ngoại trưởng mới, giữ chính sách đối ngoại độc lập",0
Cửa khẩu Kim Thành thông quan trở lại,0
"TTO - Từ 19h tối 5-7, hoạt động xuất nhập khẩu qua cửa khẩu quốc tế đường bộ số II Kim Thành (Lào Cai) được nối lại sau hơn 1 ngày tạm dừng.",0
Cửa khẩu Móng Cái và Kim Thành chính thức thông quan trở lại mặt hàng thanh long,0
Thượng Hải xét nghiệm đại trà 2 đợt với gần 25 triệu dân trong 3 ngày,0
"TTO - Thành phố Thượng Hải tuyên bố sẽ thực hiện 2 đợt xét nghiệm đại trà đối với hầu hết 25 triệu dân trong 3 ngày tới. Trong khi đó, thành phố 13 triệu dân Tây An cũng đóng cửa trở lại sau khi phát hiện các ca COVID-19 do biến thể mới.",0
"COVID-19 lan đến nông thôn, báo Trung Quốc thừa nhận 'thực tế khắc nghiệt'",0
"Đình bản báo Pháp Luật Việt Nam điện tử 3 tháng, phạt 325 triệu vì 13 lỗi",0
"TTO - Thanh tra Bộ Thông tin và truyền thông đã quyết định xử phạt báo Pháp Luật Việt Nam đối với 13 hành vi vi phạm, đình bản báo Pháp Luật Việt Nam điện tử 3 tháng.",0
Đình bản 1 tháng báo Phụ Nữ TP.HCM điện tử,0
"Nhóm 'bác sĩ, kỹ sư' dỏm ở nhiều nước lừa gần 100 phụ nữ Việt lấy 27 tỉ đồng",0
"TTO - Nhóm này ''bịa'' rằng mình là bác sĩ, kỹ sư... tại nhiều nước, mong muốn về Việt Nam sinh sống nhưng do đang bị vướng thủ tục đóng bảo hiểm, vé máy bay nên nhờ các phụ nữ này giúp đỡ.",0
Bắt giữ 5 người trong đường dây lừa đảo phụ nữ xuyên quốc gia,0
TP.HCM tăng cường nhiều chiến dịch quảng bá du lịch từ nay đến cuối năm,0
"TTO - Theo Hiệp hội Du lịch TP.HCM, từ đây đến cuối năm sẽ có một loạt chương trình quảng bá, xúc tiến du lịch đến với du khách trong và ngoài nước, trong đó tập trung hỗ trợ cho mục tiêu đón 5 triệu khách quốc tế của du lịch Việt Nam.",0
